0.012,0.095,0.127,0.116,0.149,0.113
4.496,10.978,13.924,12.159,14.822,12.015
4.391,13.765,14.857,15.250,16.436,15.052
3.398,5.791,9.356,6.609,9.863,6.622
84.367,118.195,212.465,213.612,218.289,190.069
90.933,66.697,52.553,63.057,50.540,63.277
0.088,0.007,0.045,0.048,0.070,0.020
8.180,3.445,7.823,6.509,9.085,5.226
14.878,3.139,9.271,10.579,11.991,6.210
3.519,2.590,5.356,3.651,5.757,3.657
130.416,39.037,148.183,147.923,144.663,141.185
83.167,94.990,74.213,83.910,71.053,87.137
0.101,0.044,0.014,0.064,0.053,0.051
11.205,7.916,4.882,9.001,8.225,8.598
14.317,8.965,4.693,11.361,10.237,9.755
6.382,5.247,3.604,5.497,5.343,5.660
153.795,89.544,87.197,163.019,180.971,158.532
65.937,74.830,88.547,71.477,74.133,71.083
0.075,0.013,0.043,0.019,0.051,0.018
8.178,4.673,7.433,5.126,8.203,5.231
13.383,4.621,9.163,5.930,9.960,5.665
4.204,3.503,4.996,3.557,5.439,3.853
150.480,85.869,143.159,136.678,150.826,140.243
81.223,89.723,76.043,87.230,72.827,86.593
0.124,0.025,0.040,0.079,0.024,0.028
11.171,6.060,6.966,8.677,6.320,6.335
16.756,6.772,8.969,13.506,6.230,7.161
5.472,4.278,4.710,4.691,4.626,4.493
182.236,128.743,155.263,166.212,119.335,150.889
70.637,83.133,79.763,77.277,80.540,81.417
