0.006,0.043,0.113,0.056,0.107,0.063
3.061,7.501,12.248,8.273,12.256,8.624
3.073,9.160,14.896,10.673,14.147,11.502
2.277,4.406,7.827,4.992,8.114,5.110
88.899,98.324,212.932,188.421,193.748,179.875
97.223,76.207,59.337,73.600,58.333,72.830
0.050,0.005,0.042,0.016,0.035,0.021
5.877,2.843,7.384,4.618,7.114,4.845
11.442,3.116,9.015,5.618,8.039,6.809
2.783,2.113,4.691,3.091,4.662,3.100
94.296,85.307,89.742,88.538,89.574,89.684
90.270,97.783,77.197,89.917,77.890,89.897
0.062,0.061,0.023,0.062,0.025,0.096
7.888,6.724,5.322,6.963,5.858,8.463
11.878,12.312,6.888,12.194,6.990,15.468
4.348,3.832,3.647,4.057,4.055,4.356
134.612,179.465,95.852,177.643,155.146,188.811
78.560,83.527,87.940,81.797,83.987,78.907
0.047,0.011,0.052,0.016,0.047,0.024
6.180,3.812,7.950,4.475,7.745,4.953
10.749,4.438,10.231,5.670,9.664,7.218
3.235,2.749,4.830,3.079,4.841,3.218
145.480,88.935,142.143,145.312,143.344,121.893
87.680,94.233,75.547,91.130,75.833,90.003
0.041,0.019,0.026,0.021,0.016,0.024
6.640,4.920,5.812,5.349,4.999,5.538
9.463,6.055,7.171,6.436,5.303,6.872
3.921,3.306,3.951,3.622,3.620,3.674
91.156,88.265,89.788,148.431,113.660,89.573
82.710,88.780,84.747,86.443,87.963,86.120
