0.018,0.115,0.194,0.106,0.142,0.114
5.631,12.714,18.164,12.533,15.915,12.838
5.227,14.526,17.524,13.764,14.632,14.370
4.078,8.108,12.811,8.298,11.682,8.157
57.537,156.859,167.630,147.525,133.048,147.924
83.640,58.030,41.180,56.970,44.070,57.517
0.036,0.157,0.178,0.156,0.170,0.170
0.064,0.020,0.083,0.034,0.048,0.037
7.939,6.044,10.893,7.372,9.080,7.307
12.092,5.332,12.377,7.539,8.648,8.172
4.750,4.712,7.353,5.278,6.657,5.078
164.597,128.954,148.097,118.973,124.663,141.811
78.937,82.280,62.563,75.850,66.533,76.627
0.073,0.029,0.060,0.051,0.055,0.055
0.084,0.058,0.065,0.117,0.059,0.071
10.544,8.918,9.857,12.596,9.817,9.737
12.761,10.546,10.708,14.762,9.769,11.639
6.655,6.060,6.970,7.953,7.130,6.585
131.745,126.428,139.181,137.338,129.788,137.354
65.980,71.010,64.507,58.863,63.933,67.237
0.173,0.114,0.041,0.340,0.093,0.138
0.067,0.038,0.132,0.026,0.072,0.027
8.272,7.326,12.506,6.721,9.857,6.747
12.330,8.308,16.415,6.253,11.608,6.574
4.953,5.327,7.669,5.058,7.004,5.011
167.532,147.292,162.213,97.171,155.753,131.320
77.183,77.880,60.653,78.487,65.203,78.133
0.079,0.073,0.089,0.037,0.054,0.035
0.067,0.053,0.086,0.052,0.035,0.043
9.378,8.459,10.927,8.477,8.025,7.969
11.496,10.107,12.733,9.895,7.131,8.821
6.113,5.734,7.074,5.700,6.164,5.665
139.890,114.455,115.987,105.906,58.275,106.605
69.763,73.300,63.803,72.467,70.697,73.657
0.073,0.047,0.050,0.053,0.038,0.044
