0.003,0.029,0.091,0.049,0.068,0.036
1.990,5.595,10.486,7.128,9.527,6.373
2.048,8.055,13.729,10.511,11.464,8.785
1.437,3.153,6.117,3.980,6.089,3.834
77.800,173.396,171.740,173.364,173.916,174.338
99.617,83.497,67.410,78.717,67.510,81.147
0.003,0.029,0.039,0.049,0.054,0.037
0.037,0.002,0.069,0.013,0.039,0.011
4.187,1.730,8.270,3.825,7.084,3.584
10.118,1.696,12.541,5.282,8.740,4.736
1.771,1.245,4.489,2.373,4.515,2.389
168.416,23.954,166.442,139.380,162.400,174.649
93.800,99.743,77.103,92.613,77.457,93.893
0.025,0.002,0.021,0.010,0.022,0.007
0.071,0.036,0.019,0.051,0.037,0.045
7.648,5.911,3.531,6.792,6.121,6.530
13.249,9.022,7.147,10.957,9.191,10.291
3.827,3.490,1.995,3.752,3.534,3.858
173.949,173.653,179.622,168.046,163.007,174.948
79.863,84.420,94.880,81.847,84.267,82.387
0.025,0.014,0.004,0.019,0.015,0.016
0.027,0.004,0.071,0.005,0.036,0.007
4.125,2.533,8.899,2.930,7.303,3.316
8.489,2.464,12.417,3.023,7.993,3.553
2.079,1.877,4.736,2.107,4.641,2.353
170.419,66.713,153.898,83.079,158.419,129.218
94.053,98.567,73.120,96.967,75.497,95.510
0.031,0.004,0.016,0.005,0.017,0.006
0.047,0.019,0.051,0.026,0.008,0.023
6.602,4.957,6.694,5.574,3.535,5.250
10.425,6.040,11.145,7.357,3.640,6.927
3.592,3.191,3.444,3.497,2.487,3.331
171.526,135.605,147.146,149.719,49.716,157.621
82.920,87.747,84.353,85.500,94.290,86.853
0.050,0.017,0.012,0.025,0.006,0.020
