0.004,0.040,0.097,0.063,0.058,0.052
2.661,6.602,11.063,8.499,9.420,7.799
2.621,9.282,14.055,11.540,10.000,10.409
1.955,3.846,6.657,4.702,6.458,4.602
64.929,174.893,172.005,173.233,167.334,170.236
98.147,79.740,64.483,73.320,66.470,75.353
0.006,0.039,0.049,0.052,0.051,0.051
0.030,0.003,0.066,0.029,0.033,0.011
4.585,2.317,8.372,5.258,6.954,4.173
8.760,2.244,12.056,8.066,7.795,4.360
2.404,1.687,4.879,3.004,4.803,2.935
154.905,38.409,173.441,124.163,161.732,82.146
92.430,98.753,76.280,88.583,77.733,91.523
0.025,0.005,0.023,0.016,0.024,0.010
0.075,0.047,0.030,0.057,0.034,0.038
7.906,6.339,5.282,7.311,6.363,6.329
13.550,10.659,8.454,11.582,8.386,9.181
4.259,3.671,3.235,4.152,4.122,3.960
171.639,163.025,207.276,171.031,176.534,171.674
79.183,84.273,88.323,80.063,81.880,82.307
0.028,0.017,0.008,0.026,0.015,0.018
0.031,0.007,0.066,0.008,0.032,0.011
4.845,3.241,8.344,3.678,6.969,4.008
8.842,3.644,12.152,3.735,7.443,4.407
2.597,2.358,4.602,2.679,4.721,2.905
156.899,138.046,171.479,87.023,146.039,166.736
91.580,96.310,76.347,94.273,77.490,92.857
0.039,0.014,0.027,0.008,0.025,0.012
0.034,0.017,0.054,0.031,0.012,0.019
6.235,4.866,7.026,5.954,4.403,5.280
8.467,5.586,11.352,8.225,4.273,5.884
3.792,3.246,3.867,3.689,3.195,3.581
155.592,117.735,174.195,153.563,85.456,132.353
82.937,88.157,82.927,84.827,90.647,86.280
0.029,0.016,0.013,0.041,0.009,0.015
